"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.category.label","Approve","Reject"
"3VJ4PFXFJ5RIGMB7L4PMJ04FMW7UAE","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3DUZQ9U6SP8OGHKUXXQKO6VQEJTSVS","AAMTDI2AOL094","Submitted","Fri Apr 26 05:22:32 PDT 2019","Fri Apr 26 05:23:12 PDT 2019","Mon Apr 29 05:23:12 PDT 2019","","","","40","100% (40/40)","100% (40/40)","100% (40/40)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Joey_26_Jon_432.png","Dissimilar pair"
"3VJ4PFXFJ5RIGMB7L4PMJ04FMW7UAE","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3X65QVEQI375DVJ4M7YEMST61I4LC7","AS114WZH3EIWH","Submitted","Fri Apr 26 05:20:52 PDT 2019","Fri Apr 26 05:23:01 PDT 2019","Mon Apr 29 05:23:01 PDT 2019","","","","129","100% (126/126)","100% (126/126)","100% (126/126)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Joey_26_Jon_432.png","Dissimilar pair"
"3PZDSVZ3J71QJ7BHF239S2QLMQIN44","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3QL2OFSM992V1VMPYKETZKXV6D4NCB","A311ICLUU4B4GG","Submitted","Fri Apr 26 05:21:01 PDT 2019","Fri Apr 26 05:42:23 PDT 2019","Mon Apr 29 05:42:23 PDT 2019","","","","1282","100% (24/24)","100% (24/24)","100% (24/24)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Ian_114_Jo_215.png","Dissimilar pair"
"3PZDSVZ3J71QJ7BHF239S2QLMQIN44","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3SNVL38CI7CUTP1M17MD7SGRCIYKC2","A31CCPO2ZXIDKJ","Submitted","Fri Apr 26 05:19:43 PDT 2019","Fri Apr 26 05:20:18 PDT 2019","Mon Apr 29 05:20:18 PDT 2019","","","","35","100% (95/95)","100% (95/95)","100% (95/95)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Ian_114_Jo_215.png","Similar pair"
"3PZDSVZ3J71QJ7BHF239S2QLMQIN44","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3TXWC2NHN2AQJA7RUWLOWO6TNRAS9C","A3O81LHBBI8NPK","Submitted","Fri Apr 26 05:22:09 PDT 2019","Fri Apr 26 05:35:47 PDT 2019","Mon Apr 29 05:35:47 PDT 2019","","","","818","100% (1/1)","100% (1/1)","100% (1/1)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Ian_114_Jo_215.png","Similar pair"
"3511RHPADXY7WDAUE1J7N3X6992RLP","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3TY7ZAOG5I4AZX66PRTTCREQ3T20KQ","A2PF3YVB5SCNAT","Submitted","Fri Apr 26 05:20:34 PDT 2019","Fri Apr 26 05:21:10 PDT 2019","Mon Apr 29 05:21:10 PDT 2019","","","","36","100% (55/55)","100% (55/55)","100% (55/55)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Helen_546_Samantha_334.png","Similar pair"
"3511RHPADXY7WDAUE1J7N3X6992RLP","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3VD82FOHKT8DJGM1ZZE6E9X0WNAOCS","A2C73Y1COWCA51","Submitted","Fri Apr 26 05:22:44 PDT 2019","Fri Apr 26 05:22:47 PDT 2019","Mon Apr 29 05:22:47 PDT 2019","","","","3","100% (56/56)","100% (56/56)","100% (56/56)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Helen_546_Samantha_334.png","Dissimilar pair"
"3511RHPADXY7WDAUE1J7N3X6992RLP","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3W2LOLRXLEZYZRQ5J4C8WNFDCJ3KRA","AIYRSCNQ8I2QN","Submitted","Fri Apr 26 05:22:22 PDT 2019","Fri Apr 26 05:22:29 PDT 2019","Mon Apr 29 05:22:29 PDT 2019","","","","7","100% (160/160)","100% (160/160)","100% (160/160)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Helen_546_Samantha_334.png","Similar pair"
"3TUOHPJXYJH74385REW1LW0A8XRWXJ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","36NEMU28XIXYXB7U3AZUYZFYT3CMWJ","A1T5MOBJ4B3OI5","Submitted","Fri Apr 26 05:20:54 PDT 2019","Fri Apr 26 05:21:03 PDT 2019","Mon Apr 29 05:21:03 PDT 2019","","","","9","100% (81/81)","100% (81/81)","100% (81/81)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Greg_431_Marc_249.png","Dissimilar pair"
"3TUOHPJXYJH74385REW1LW0A8XRWXJ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","37UQDCYH60F2XJ029US9TFZUR5F7VJ","A1C5THJX1VVGO4","Submitted","Fri Apr 26 05:20:51 PDT 2019","Fri Apr 26 05:20:55 PDT 2019","Mon Apr 29 05:20:55 PDT 2019","","","","4","100% (16/16)","100% (16/16)","100% (16/16)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Greg_431_Marc_249.png","Dissimilar pair"
"3TUOHPJXYJH74385REW1LW0A8XRWXJ","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3FQ5JJ512O8DKTYDQXVRN3A3BMENKP","A1WHEV7QAX73IC","Submitted","Fri Apr 26 05:22:33 PDT 2019","Fri Apr 26 05:22:39 PDT 2019","Mon Apr 29 05:22:39 PDT 2019","","","","6","100% (9/9)","100% (9/9)","100% (9/9)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Greg_431_Marc_249.png","Dissimilar pair"
"306996CF6Y47QZP1PUFY39JOTHV1BH","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","30BXRYBRP7HC5X6JCDJH6U72CHEWHL","A2S74EDOWN6EKH","Submitted","Fri Apr 26 05:22:51 PDT 2019","Fri Apr 26 05:25:31 PDT 2019","Mon Apr 29 05:25:31 PDT 2019","","","","160","100% (80/80)","100% (80/80)","100% (80/80)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Jo_320_Noah_94.png","Dissimilar pair"
"306996CF6Y47QZP1PUFY39JOTHV1BH","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","36DSNE9QZ8I0RUS79RVS1DAVM7IOJ5","A39ZNRZB9EATLB","Submitted","Fri Apr 26 05:21:26 PDT 2019","Fri Apr 26 05:21:32 PDT 2019","Mon Apr 29 05:21:32 PDT 2019","","","","6","100% (6/6)","100% (6/6)","100% (6/6)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Jo_320_Noah_94.png","Dissimilar pair"
"306996CF6Y47QZP1PUFY39JOTHV1BH","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3QHK8ZVMIP2M3QRY872JB8NOJX4BLQ","A3MFGOFHSH6NMG","Submitted","Fri Apr 26 05:20:28 PDT 2019","Fri Apr 26 05:21:35 PDT 2019","Mon Apr 29 05:21:35 PDT 2019","","","","67","100% (78/78)","100% (78/78)","100% (78/78)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Jo_320_Noah_94.png","Dissimilar pair"
"341H3G5YF2Y3187ZZPR1BM7HFSAZ0H","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","36U2A8VAG4J7WS2RXZ424J8AF6IYKQ","A1KX9KD3NRN1PN","Submitted","Fri Apr 26 05:22:48 PDT 2019","Fri Apr 26 05:24:58 PDT 2019","Mon Apr 29 05:24:58 PDT 2019","","","","130","100% (93/93)","100% (93/93)","100% (93/93)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Stephen_555_Jo_116.png","Dissimilar pair"
"341H3G5YF2Y3187ZZPR1BM7HFSAZ0H","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","39DD6S19JSV4FIKMXZVIKV4713PZEX","A3MFGOFHSH6NMG","Submitted","Fri Apr 26 05:21:47 PDT 2019","Fri Apr 26 05:23:23 PDT 2019","Mon Apr 29 05:23:23 PDT 2019","","","","96","100% (78/78)","100% (78/78)","100% (78/78)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Stephen_555_Jo_116.png","Similar pair"
"341H3G5YF2Y3187ZZPR1BM7HFSAZ0H","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3Z9WI9EOZ28LAXC2NZ0EIJD7PA4HK9","A1DADKUZ6F4QT9","Submitted","Fri Apr 26 05:20:34 PDT 2019","Fri Apr 26 05:20:44 PDT 2019","Mon Apr 29 05:20:44 PDT 2019","","","","10","100% (1/1)","100% (1/1)","100% (1/1)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Stephen_555_Jo_116.png","Similar pair"
"3Z56AA6EK6KYGCUVMPHOCLLZDRF6M9","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","32Q90QCQ1V59QNL0XYS8XGGUXUBKEV","A1KGEH93OZ16SX","Submitted","Fri Apr 26 05:19:43 PDT 2019","Fri Apr 26 05:20:04 PDT 2019","Mon Apr 29 05:20:04 PDT 2019","","","","21","100% (17/17)","100% (17/17)","100% (17/17)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Nicolas_456_Matthew_440.png","Dissimilar pair"
"3Z56AA6EK6KYGCUVMPHOCLLZDRF6M9","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","36W0OB37HZYGZSBON03O5Y1KTJGZHC","A1BWYUUIZXIEB9","Submitted","Fri Apr 26 05:20:31 PDT 2019","Fri Apr 26 05:20:41 PDT 2019","Mon Apr 29 05:20:41 PDT 2019","","","","10","100% (43/43)","100% (43/43)","100% (43/43)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Nicolas_456_Matthew_440.png","Dissimilar pair"
"3Z56AA6EK6KYGCUVMPHOCLLZDRF6M9","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3FDJT1UU77S9U4S7MXZ5TMAHK1CK5U","A3T6ZA55JI6KO6","Submitted","Fri Apr 26 05:19:48 PDT 2019","Fri Apr 26 05:19:53 PDT 2019","Mon Apr 29 05:19:53 PDT 2019","","","","5","100% (4/4)","100% (4/4)","100% (4/4)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Nicolas_456_Matthew_440.png","Dissimilar pair"
"3BC9H1KCYWWW48YFWAI34A7JA3LWYP","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3K5TEWLKGYVZM3HYSLW6K4P35LQVI2","AIYRSCNQ8I2QN","Submitted","Fri Apr 26 05:21:15 PDT 2019","Fri Apr 26 05:21:19 PDT 2019","Mon Apr 29 05:21:19 PDT 2019","","","","4","100% (160/160)","100% (160/160)","100% (160/160)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Dylan_291_Paula_629.png","Similar pair"
"3BC9H1KCYWWW48YFWAI34A7JA3LWYP","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3RRCEFRB7PWQ5IKD2F32PRLDXBAB4Y","A30V1UH00MWJU5","Submitted","Fri Apr 26 05:21:26 PDT 2019","Fri Apr 26 05:21:33 PDT 2019","Mon Apr 29 05:21:33 PDT 2019","","","","7","100% (15/15)","100% (15/15)","100% (15/15)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Dylan_291_Paula_629.png","Dissimilar pair"
"3BC9H1KCYWWW48YFWAI34A7JA3LWYP","39WEDTMWD81EF5HJVXXMJA9OMPSVXA","Visual face similarity","Look a pair of faces from different persons and determine whether they look similar or not. Label them with similar or dissimilar pair according to your judgment.","categorize, image, face, label, similarity","$0.01","Fri Apr 26 05:19:32 PDT 2019","3","BatchId:3621553;OriginalHitTemplateId:928390873;","10800","259200","Fri May 03 05:19:32 PDT 2019","","","3VAR3R6G1SLB7DWOINY1CN1H6WP8O6","A1DG4SG14K8YUB","Submitted","Fri Apr 26 05:21:27 PDT 2019","Fri Apr 26 05:22:38 PDT 2019","Mon Apr 29 05:22:38 PDT 2019","","","","71","100% (75/75)","100% (75/75)","100% (75/75)","https://s3.eu-central-1.amazonaws.com/chenyang-master-thesis/Dylan_291_Paula_629.png","Similar pair"
